po_line_id,po_id,product_id,order_qty,unit_cost
56427,22632,92,72,449.09
56465,22646,92,102,449.09
56822,22783,92,149,449.09
57574,23087,92,75,449.09
57730,23153,92,472,449.09
57769,23169,92,78,449.09
57896,23221,92,115,449.09
58051,23283,92,192,449.09
58371,23414,92,62,449.09
58526,23480,92,190,449.09
59037,23693,92,185,449.09
59426,23850,92,58,449.09
59635,23928,92,437,449.09
59981,24068,92,55,449.09
60529,24292,92,378,449.09
60940,24452,92,257,449.09
61042,24490,92,286,449.09
61862,24808,92,233,449.09
61999,24863,92,390,449.09
62322,24987,92,121,449.09
678,279,93,117,660.68
1227,502,93,430,660.68
1359,553,93,266,660.68
2039,821,93,163,660.68
2067,831,93,423,660.68
2619,1055,93,153,660.68
2740,1103,93,137,660.68
3088,1233,93,203,660.68
3305,1321,93,438,660.68
3663,1454,93,183,660.68
3756,1498,93,194,660.68
4739,1903,93,291,660.68
5160,2070,93,230,660.68
5434,2185,93,167,660.68
6515,2616,93,477,660.68
6623,2659,93,39,660.68
6886,2765,93,355,660.68
6887,2766,93,128,660.68
7020,2823,93,348,660.68
7564,3042,93,44,660.68
8235,3327,93,415,660.68
9135,3697,93,335,660.68
10674,4308,93,470,660.68
10807,4367,93,387,660.68
11646,4705,93,225,660.68
12785,5148,93,439,660.68
13320,5357,93,137,660.68
13424,5399,93,108,660.68
13479,5422,93,437,660.68
13501,5429,93,74,660.68
14931,6003,93,337,660.68
15133,6074,93,366,660.68
15387,6176,93,254,660.68
15415,6183,93,196,660.68
15805,6337,93,289,660.68
16056,6443,93,496,660.68
16248,6518,93,466,660.68
16291,6538,93,281,660.68
16392,6574,93,221,660.68
16541,6636,93,23,660.68
16669,6684,93,475,660.68
17077,6856,93,31,660.68
17324,6948,93,256,660.68
17602,7064,93,96,660.68
17697,7099,93,231,660.68
18003,7217,93,457,660.68
18019,7224,93,425,660.68
18182,7290,93,193,660.68
18352,7365,93,109,660.68
18389,7382,93,348,660.68
18421,7394,93,226,660.68
18499,7423,93,75,660.68
18989,7608,93,382,660.68
19717,7901,93,303,660.68
19824,7939,93,113,660.68
19958,7990,93,433,660.68
20578,8240,93,446,660.68
21426,8582,93,404,660.68
21896,8758,93,243,660.68
22022,8808,93,287,660.68
22213,8886,93,388,660.68
22464,8990,93,135,660.68
22764,9117,93,210,660.68
22827,9146,93,419,660.68
23024,9228,93,272,660.68
23454,9401,93,495,660.68
23679,9490,93,133,660.68
24204,9699,93,314,660.68
24226,9707,93,144,660.68
24731,9909,93,293,660.68
24882,9968,93,359,660.68
24998,10012,93,112,660.68
24999,10013,93,198,660.68
25460,10206,93,288,660.68
25794,10345,93,500,660.68
26790,10755,93,480,660.68
27085,10872,93,294,660.68
27091,10875,93,153,660.68
27302,10958,93,45,660.68
27547,11064,93,400,660.68
27723,11137,93,72,660.68
27737,11142,93,193,660.68
27970,11240,93,56,660.68
28376,11411,93,200,660.68
28728,11556,93,222,660.68
29123,11713,93,494,660.68
29583,11900,93,499,660.68
29733,11959,93,386,660.68
30307,12182,93,445,660.68
30451,12244,93,328,660.68
30495,12260,93,80,660.68
30548,12283,93,344,660.68
30712,12350,93,331,660.68
31193,12537,93,399,660.68
31451,12642,93,230,660.68
31988,12857,93,71,660.68
32069,12891,93,261,660.68
32101,12906,93,61,660.68
32178,12933,93,113,660.68
32235,12955,93,499,660.68
33165,13331,93,413,660.68
33356,13409,93,193,660.68
33950,13640,93,440,660.68
34816,13988,93,302,660.68
35110,14106,93,453,660.68
35133,14115,93,137,660.68
35180,14133,93,383,660.68
35381,14204,93,485,660.68
36510,14661,93,499,660.68
36805,14785,93,222,660.68
37036,14875,93,339,660.68
37154,14925,93,479,660.68
37197,14943,93,259,660.68
37406,15031,93,228,660.68
37779,15177,93,456,660.68
38069,15299,93,197,660.68
38216,15356,93,342,660.68
38438,15446,93,369,660.68
38480,15465,93,98,660.68
38748,15567,93,217,660.68
39172,15738,93,255,660.68
39377,15825,93,333,660.68
39525,15887,93,307,660.68
39775,15984,93,141,660.68
39888,16028,93,110,660.68
39907,16037,93,372,660.68
40399,16237,93,399,660.68
40686,16347,93,327,660.68
41110,16511,93,225,660.68
41298,16589,93,100,660.68
41572,16703,93,288,660.68
42211,16957,93,291,660.68
42610,17113,93,184,660.68
42642,17125,93,377,660.68
42696,17148,93,29,660.68
42879,17219,93,27,660.68
43238,17373,93,422,660.68
43274,17387,93,360,660.68
44026,17686,93,325,660.68
44292,17787,93,437,660.68
44325,17798,93,487,660.68
44464,17862,93,182,660.68
44543,17892,93,397,660.68
44649,17933,93,304,660.68
44765,17977,93,55,660.68
44768,17979,93,55,660.68
44947,18051,93,185,660.68
45237,18163,93,85,660.68
45325,18197,93,261,660.68
46307,18591,93,62,660.68
46459,18655,93,245,660.68
47316,18998,93,494,660.68
47345,19011,93,65,660.68
48588,19521,93,132,660.68
49104,19715,93,175,660.68
49397,19832,93,189,660.68
49477,19864,93,112,660.68
49743,19969,93,311,660.68
50260,20175,93,31,660.68
50751,20366,93,431,660.68
51141,20529,93,198,660.68
51384,20631,93,176,660.68
51518,20682,93,489,660.68
51608,20716,93,36,660.68
52066,20898,93,62,660.68
52144,20927,93,300,660.68
52343,21006,93,91,660.68
52826,21199,93,229,660.68
52934,21245,93,120,660.68
53101,21314,93,387,660.68
53311,21405,93,380,660.68
53407,21440,93,130,660.68
54104,21721,93,121,660.68
54410,21836,93,451,660.68
54413,21837,93,299,660.68
54467,21859,93,254,660.68
55023,22079,93,190,660.68
55805,22388,93,108,660.68
55904,22423,93,166,660.68
56060,22488,93,340,660.68
56298,22583,93,181,660.68
56883,22806,93,336,660.68
57214,22940,93,61,660.68
57334,22989,93,285,660.68
57724,23150,93,271,660.68
57936,23234,93,255,660.68
58274,23372,93,328,660.68
58411,23429,93,400,660.68
59444,23856,93,325,660.68
59752,23970,93,420,660.68
60028,24085,93,286,660.68
60043,24091,93,87,660.68
60545,24298,93,224,660.68
61101,24514,93,401,660.68
61612,24711,93,292,660.68
61795,24782,93,440,660.68
61827,24795,93,353,660.68
61974,24856,93,363,660.68
62006,24865,93,235,660.68
62091,24897,93,479,660.68
62137,24913,93,465,660.68
62214,24942,93,72,660.68
101,39,94,491,756.88
1062,433,94,430,756.88
1706,691,94,285,756.88
1977,797,94,21,756.88
2031,819,94,77,756.88
2246,902,94,391,756.88
2380,959,94,68,756.88
3276,1312,94,233,756.88
3516,1398,94,404,756.88
3830,1526,94,401,756.88
3911,1559,94,240,756.88
4063,1623,94,411,756.88
4439,1780,94,471,756.88
4456,1786,94,328,756.88
4933,1979,94,160,756.88
5396,2168,94,191,756.88
6307,2532,94,113,756.88
7002,2816,94,326,756.88
8130,3282,94,132,756.88
8179,3305,94,79,756.88
9280,3763,94,274,756.88
9319,3777,94,285,756.88
9891,3998,94,239,756.88
9912,4006,94,312,756.88
10430,4215,94,219,756.88
11621,4694,94,164,756.88
11944,4820,94,124,756.88
11968,4828,94,84,756.88
12074,4868,94,321,756.88
12346,4978,94,444,756.88
12572,5064,94,260,756.88
12768,5141,94,121,756.88
12906,5194,94,361,756.88
13133,5287,94,225,756.88
13287,5345,94,123,756.88
14027,5641,94,453,756.88
14277,5741,94,46,756.88
14619,5872,94,39,756.88
14667,5891,94,212,756.88
14698,5902,94,248,756.88
14907,5989,94,450,756.88
14970,6017,94,402,756.88
15715,6302,94,224,756.88
15950,6399,94,142,756.88
15959,6403,94,82,756.88
16578,6648,94,215,756.88
16700,6695,94,86,756.88
16818,6742,94,52,756.88
17217,6911,94,209,756.88
17503,7024,94,242,756.88
17735,7111,94,480,756.88
17749,7117,94,219,756.88
18314,7348,94,321,756.88
18652,7482,94,51,756.88
18930,7589,94,316,756.88
18935,7590,94,32,756.88
19102,7656,94,277,756.88
19246,7713,94,247,756.88
20207,8090,94,300,756.88
20294,8128,94,219,756.88
20763,8313,94,188,756.88
20970,8400,94,188,756.88
21163,8480,94,48,756.88
21757,8710,94,421,756.88
21841,8738,94,498,756.88
22621,9054,94,320,756.88
23209,9305,94,273,756.88
23741,9512,94,90,756.88
24346,9753,94,389,756.88
24849,9956,94,294,756.88
24886,9970,94,317,756.88
24887,9971,94,418,756.88
25109,10062,94,492,756.88
25810,10350,94,196,756.88
26198,10511,94,213,756.88
26468,10618,94,80,756.88
27103,10880,94,198,756.88
27170,10906,94,439,756.88
27687,11123,94,136,756.88
27750,11147,94,265,756.88
28454,11444,94,138,756.88
29376,11817,94,197,756.88
29404,11828,94,438,756.88
29470,11852,94,447,756.88
29768,11970,94,138,756.88
29788,11979,94,129,756.88
29937,12034,94,209,756.88
30061,12083,94,101,756.88
30093,12099,94,498,756.88
30111,12107,94,275,756.88
30661,12330,94,95,756.88
30672,12334,94,428,756.88
30728,12356,94,63,756.88
30877,12417,94,392,756.88
30933,12436,94,111,756.88
31092,12494,94,272,756.88
31420,12630,94,234,756.88
32027,12873,94,300,756.88
32147,12922,94,70,756.88
32664,13132,94,173,756.88
33015,13273,94,58,756.88
33150,13324,94,-5,756.88
33413,13432,94,250,756.88
33679,13534,94,427,756.88
34216,13749,94,268,756.88
34329,13798,94,491,756.88
34522,13872,94,391,756.88
34784,13973,94,106,756.88
35639,14304,94,437,756.88
35877,14406,94,255,756.88
36147,14520,94,57,756.88
36790,14779,94,310,756.88
36872,14809,94,46,756.88
37276,14970,94,437,756.88
37283,14973,94,244,756.88
37425,15038,94,76,756.88
37599,15104,94,468,756.88
37810,15189,94,485,756.88
38014,15279,94,429,756.88
38421,15440,94,129,756.88
38527,15482,94,96,756.88
38545,15489,94,323,756.88
38569,15496,94,304,756.88
38603,15509,94,344,756.88
38638,15523,94,240,756.88
38887,15623,94,376,756.88
38989,15666,94,399,756.88
39169,15737,94,51,756.88
39222,15759,94,134,756.88
39797,15991,94,244,756.88
39909,16038,94,493,756.88
40023,16092,94,152,756.88
40207,16161,94,484,756.88
40229,16171,94,179,756.88
40418,16246,94,57,756.88
40728,16366,94,156,756.88
40745,16371,94,375,756.88
40852,16415,94,453,756.88
40934,16445,94,197,756.88
41155,16529,94,198,756.88
41507,16673,94,420,756.88
41521,16679,94,218,756.88
41708,16762,94,446,756.88
41721,16767,94,50,756.88
41922,16848,94,463,756.88
42136,16929,94,114,756.88
42883,17221,94,402,756.88
43013,17281,94,117,756.88
43501,17478,94,325,756.88
43694,17555,94,224,756.88
43702,17557,94,365,756.88
44025,17685,94,51,756.88
44153,17734,94,495,756.88
44255,17773,94,252,756.88
44507,17880,94,237,756.88
44546,17894,94,346,756.88
45467,18252,94,210,756.88
45905,18426,94,65,756.88
45908,18427,94,224,756.88
46202,18549,94,386,756.88
46861,18811,94,365,756.88
47426,19043,94,129,756.88
47712,19159,94,119,756.88
49408,19837,94,422,756.88
50035,20080,94,50,756.88
50126,20116,94,255,756.88
50212,20154,94,282,756.88
50490,20256,94,443,756.88
50798,20386,94,105,756.88
51580,20704,94,203,756.88
51651,20736,94,29,756.88
52300,20989,94,270,756.88
53449,21458,94,333,756.88
54046,21694,94,37,756.88
55358,22218,94,229,756.88
55635,22326,94,68,756.88
55926,22434,94,304,756.88
56157,22524,94,215,756.88
56936,22831,94,382,756.88
57176,22924,94,25,756.88
57280,22967,94,27,756.88
57586,23092,94,100,756.88
57595,23096,94,226,756.88
57807,23183,94,105,756.88
57953,23242,94,296,756.88
58062,23286,94,325,756.88
58115,23308,94,173,756.88
58165,23332,94,296,756.88
58188,23339,94,116,756.88
59063,23701,94,181,756.88
59234,23775,94,393,756.88
59677,23943,94,344,756.88
59903,24033,94,190,756.88
60130,24129,94,457,756.88
60349,24217,94,267,756.88
60449,24255,94,366,756.88
60618,24328,94,398,756.88
60931,24447,94,214,756.88
61123,24520,94,234,756.88
61299,24592,94,419,756.88
61438,24641,94,327,756.88
61971,24855,94,145,756.88
62077,24891,94,444,756.88
409,173,95,379,934.41
655,269,95,51,934.41
1008,413,95,315,934.41
1270,518,95,484,934.41
1283,522,95,375,934.41
1437,587,95,166,934.41
1560,637,95,137,934.41
1745,705,95,413,934.41
2011,811,95,310,934.41
2709,1091,95,179,934.41
2956,1182,95,123,934.41
3008,1203,95,123,934.41
3230,1292,95,21,934.41
3634,1443,95,267,934.41
3718,1478,95,141,934.41
3795,1512,95,287,934.41
3955,1577,95,47,934.41
4741,1904,95,54,934.41
4761,1910,95,152,934.41
5474,2200,95,366,934.41
5953,2394,95,327,934.41
6668,2677,95,129,934.41
6706,2690,95,51,934.41
6731,2698,95,468,934.41
7585,3052,95,189,934.41
7675,3096,95,272,934.41
7812,3151,95,272,934.41
8027,3238,95,443,934.41
8734,3533,95,-5,934.41
8882,3593,95,370,934.41
8910,3605,95,247,934.41
9087,3676,95,181,934.41
9981,4032,95,191,934.41
10263,4152,95,37,934.41
10597,4277,95,394,934.41
10831,4376,95,158,934.41
11983,4834,95,310,934.41
12275,4946,95,395,934.41
12353,4980,95,463,934.41
12508,5041,95,335,934.41
12608,5077,95,137,934.41
13159,5296,95,282,934.41
14480,5815,95,496,934.41
14948,6009,95,442,934.41
14976,6019,95,76,934.41
15455,6201,95,64,934.41
15620,6264,95,426,934.41
15906,6381,95,436,934.41
16014,6425,95,370,934.41
16024,6429,95,44,934.41
16621,6665,95,385,934.41
16905,6781,95,149,934.41
17197,6903,95,422,934.41
18187,7292,95,346,934.41
18504,7425,95,473,934.41
18605,7465,95,104,934.41
19175,7688,95,253,934.41
19536,7830,95,148,934.41
19673,7886,95,211,934.41
19684,7889,95,203,934.41
20281,8123,95,162,934.41
20696,8288,95,317,934.41
20729,8302,95,428,934.41
20969,8400,95,400,934.41
21515,8616,95,269,934.41
21582,8642,95,358,934.41
21962,8784,95,339,934.41
22108,8845,95,462,934.41
22746,9108,95,25,934.41
22972,9207,95,207,934.41
23763,9521,95,255,934.41
23776,9526,95,58,934.41
24337,9749,95,54,934.41
24397,9777,95,166,934.41
24620,9864,95,225,934.41
24685,9891,95,47,934.41
24859,9959,95,349,934.41
25490,10219,95,481,934.41
26274,10544,95,59,934.41
26560,10655,95,274,934.41
27130,10891,95,348,934.41
27423,11010,95,329,934.41
27855,11195,95,386,934.41
27890,11209,95,393,934.41
28129,11307,95,28,934.41
28304,11379,95,292,934.41
29256,11769,95,399,934.41
29391,11823,95,224,934.41
29770,11970,95,331,934.41
30064,12086,95,414,934.41
30442,12240,95,97,934.41
30462,12249,95,344,934.41
30492,12260,95,450,934.41
30709,12349,95,255,934.41
30711,12349,95,124,934.41
30782,12377,95,370,934.41
31127,12508,95,289,934.41
31271,12568,95,104,934.41
31746,12761,95,59,934.41
31819,12791,95,209,934.41
32385,13020,95,299,934.41
32732,13160,95,146,934.41
32824,13203,95,155,934.41
32862,13217,95,218,934.41
32892,13227,95,272,934.41
32945,13248,95,287,934.41
33217,13350,95,76,934.41
33246,13360,95,439,934.41
34388,13824,95,300,934.41
34806,13983,95,250,934.41
35129,14113,95,282,934.41
35235,14153,95,82,934.41
35705,14335,95,142,934.41
35994,14452,95,123,934.41
36396,14618,95,419,934.41
36551,14679,95,467,934.41
36577,14691,95,336,934.41
36608,14705,95,161,934.41
37109,14905,95,56,934.41
37226,14953,95,364,934.41
37624,15115,95,24,934.41
37722,15155,95,35,934.41
37887,15223,95,474,934.41
38100,15311,95,390,934.41
38143,15328,95,402,934.41
38405,15435,95,47,934.41
39216,15756,95,93,934.41
39510,15881,95,171,934.41
39922,16045,95,301,934.41
40161,16144,95,251,934.41
40498,16276,95,417,934.41
40838,16410,95,253,934.41
41818,16807,95,474,934.41
41998,16873,95,158,934.41
42240,16970,95,356,934.41
42352,17016,95,434,934.41
42565,17096,95,105,934.41
42700,17149,95,24,934.41
42899,17228,95,248,934.41
43356,17420,95,320,934.41
43731,17569,95,372,934.41
43821,17605,95,107,934.41
44563,17899,95,402,934.41
44950,18053,95,479,934.41
45110,18114,95,152,934.41
45148,18128,95,84,934.41
45477,18255,95,330,934.41
45498,18264,95,460,934.41
45553,18287,95,338,934.41
45648,18323,95,171,934.41
46040,18487,95,330,934.41
46183,18540,95,168,934.41
47076,18896,95,47,934.41
47344,19011,95,109,934.41
47455,19055,95,387,934.41
47644,19130,95,24,934.41
47689,19148,95,434,934.41
47824,19204,95,345,934.41
47947,19252,95,71,934.41
47981,19266,95,116,934.41
48442,19458,95,348,934.41
49100,19714,95,20,934.41
49995,20063,95,154,934.41
50265,20176,95,212,934.41
50509,20263,95,310,934.41
50582,20295,95,362,934.41
50603,20304,95,123,934.41
50661,20329,95,72,934.41
51472,20664,95,258,934.41
51544,20690,95,433,934.41
52176,20939,95,321,934.41
52417,21039,95,379,934.41
52696,21148,95,447,934.41
52841,21205,95,328,934.41
53117,21321,95,264,934.41
53306,21404,95,474,934.41
53310,21405,95,292,934.41
53450,21458,95,77,934.41
53496,21476,95,253,934.41
53720,21564,95,476,934.41
54268,21782,95,396,934.41
54291,21791,95,373,934.41
54477,21862,95,73,934.41
54825,21999,95,354,934.41
55641,22328,95,110,934.41
55949,22443,95,488,934.41
56442,22638,95,153,934.41
57720,23147,95,218,934.41
57766,23167,95,457,934.41
57781,23173,95,379,934.41
57826,23192,95,235,934.41
57972,23252,95,456,934.41
58942,23652,95,352,934.41
59069,23704,95,66,934.41
59428,23850,95,439,934.41
59587,23912,95,351,934.41
59602,23918,95,26,934.41
59842,24009,95,337,934.41
60273,24188,95,454,934.41
60312,24202,95,495,934.41
60343,24215,95,338,934.41
60375,24227,95,59,934.41
60409,24242,95,259,934.41
60518,24287,95,174,934.41
61824,24794,95,269,934.41
62005,24865,95,186,934.41
62169,24926,95,231,934.41
128,53,96,54,544.03
486,205,96,193,544.03
573,237,96,305,544.03
1347,548,96,228,544.03
1935,782,96,294,544.03
1982,799,96,242,544.03
2095,841,96,272,544.03
2347,944,96,65,544.03
2554,1028,96,191,544.03
4022,1605,96,433,544.03
4443,1781,96,339,544.03
5878,2366,96,404,544.03
6165,2475,96,51,544.03
6383,2561,96,175,544.03
6738,2701,96,267,544.03
7003,2816,96,316,544.03
7052,2836,96,206,544.03
7771,3137,96,172,544.03
7896,3185,96,341,544.03
8271,3343,96,64,544.03
9183,3722,96,249,544.03
9192,3729,96,402,544.03
9317,3776,96,224,544.03
9399,3810,96,53,544.03
9489,3843,96,169,544.03
10426,4214,96,495,544.03
10496,4241,96,39,544.03
10514,4248,96,374,544.03
11271,4549,96,306,544.03
11283,4556,96,302,544.03
11289,4558,96,285,544.03
11308,4564,96,157,544.03
12056,4860,96,420,544.03
12058,4861,96,330,544.03
12425,5009,96,23,544.03
12715,5120,96,416,544.03
12767,5141,96,348,544.03
13316,5356,96,239,544.03
13562,5454,96,91,544.03
13698,5509,96,116,544.03
13829,5564,96,48,544.03
14168,5699,96,134,544.03
14333,5764,96,225,544.03
14869,5974,96,159,544.03
15125,6071,96,177,544.03
15430,6187,96,304,544.03
15488,6212,96,428,544.03
15648,6274,96,218,544.03
15713,6302,96,139,544.03
15870,6366,96,113,544.03
15994,6416,96,461,544.03
16086,6455,96,297,544.03
16207,6499,96,101,544.03
16480,6613,96,82,544.03
16997,6824,96,403,544.03
17063,6849,96,115,544.03
17246,6921,96,341,544.03
17962,7199,96,92,544.03
18184,7291,96,84,544.03
18275,7330,96,111,544.03
18408,7390,96,160,544.03
18560,7449,96,380,544.03
18728,7512,96,445,544.03
18759,7523,96,212,544.03
18893,7577,96,377,544.03
18906,7581,96,322,544.03
19557,7837,96,379,544.03
19661,7878,96,115,544.03
19715,7900,96,364,544.03
19841,7945,96,208,544.03
19970,7994,96,179,544.03
20480,8198,96,161,544.03
20997,8411,96,353,544.03
21388,8567,96,436,544.03
21498,8611,96,427,544.03
21752,8708,96,198,544.03
21872,8751,96,236,544.03
22244,8898,96,191,544.03
22259,8906,96,162,544.03
22326,8932,96,157,544.03
22700,9088,96,392,544.03
22796,9132,96,390,544.03
23632,9471,96,248,544.03
24131,9673,96,478,544.03
24378,9770,96,328,544.03
25007,10016,96,45,544.03
25171,10091,96,90,544.03
25244,10118,96,246,544.03
25511,10229,96,352,544.03
25586,10260,96,451,544.03
25722,10317,96,363,544.03
25990,10422,96,237,544.03
26184,10504,96,363,544.03
26351,10573,96,481,544.03
26707,10720,96,207,544.03
26984,10832,96,297,544.03
27649,11108,96,130,544.03
27791,11168,96,304,544.03
27807,11176,96,204,544.03
27917,11219,96,147,544.03
27961,11237,96,69,544.03
28121,11304,96,399,544.03
28192,11333,96,138,544.03
28213,11343,96,461,544.03
28263,11363,96,461,544.03
28406,11420,96,52,544.03
28637,11519,96,123,544.03
28824,11592,96,419,544.03
28973,11655,96,496,544.03
29066,11691,96,179,544.03
29620,11916,96,112,544.03
29765,11969,96,69,544.03
30123,12111,96,132,544.03
30508,12266,96,277,544.03
30716,12352,96,171,544.03
30872,12414,96,273,544.03
31406,12625,96,226,544.03
32211,12947,96,417,544.03
32267,12970,96,97,544.03
33284,13380,96,190,544.03
34267,13774,96,395,544.03
34565,13888,96,129,544.03
34879,14015,96,235,544.03
35217,14146,96,128,544.03
35319,14182,96,118,544.03
35411,14215,96,101,544.03
35532,14259,96,290,544.03
36103,14503,96,420,544.03
36239,14555,96,458,544.03
36894,14817,96,67,544.03
37307,14983,96,393,544.03
37660,15131,96,459,544.03
37841,15205,96,161,544.03
38417,15439,96,313,544.03
38423,15441,96,305,544.03
38543,15488,96,303,544.03
39126,15721,96,28,544.03
39293,15787,96,125,544.03
39755,15975,96,160,544.03
40110,16127,96,167,544.03
40508,16279,96,213,544.03
41029,16485,96,194,544.03
41350,16607,96,108,544.03
41567,16701,96,403,544.03
42100,16916,96,398,544.03
42683,17142,96,458,544.03
42969,17260,96,24,544.03
43245,17376,96,81,544.03
43354,17419,96,205,544.03
43918,17641,96,140,544.03
44102,17716,96,89,544.03
44803,17993,96,464,544.03
44873,18026,96,297,544.03
44997,18068,96,62,544.03
45838,18401,96,185,544.03
46944,18841,96,24,544.03
47040,18882,96,410,544.03
47246,18969,96,301,544.03
47589,19107,96,425,544.03
47623,19121,96,87,544.03
47942,19250,96,67,544.03
48431,19454,96,469,544.03
48444,19459,96,157,544.03
48815,19603,96,252,544.03
49307,19796,96,403,544.03
49771,19980,96,87,544.03
49802,19991,96,277,544.03
50454,20243,96,228,544.03
50695,20343,96,111,544.03
51614,20720,96,26,544.03
52544,21087,96,480,544.03
52588,21104,96,297,544.03
52633,21123,96,286,544.03
52819,21196,96,335,544.03
52863,21214,96,468,544.03
53918,21642,96,52,544.03
54646,21931,96,416,544.03
54691,21947,96,333,544.03
54712,21954,96,160,544.03
55029,22080,96,162,544.03
55433,22249,96,480,544.03
55591,22309,96,198,544.03
55787,22380,96,131,544.03
56113,22507,96,499,544.03
56206,22545,96,318,544.03
56371,22611,96,171,544.03
56486,22656,96,116,544.03
56735,22754,96,464,544.03
57366,23000,96,305,544.03
57485,23045,96,194,544.03
57916,23227,96,367,544.03
57921,23229,96,237,544.03
57959,23245,96,365,544.03
58380,23418,96,368,544.03
59025,23686,96,29,544.03
59316,23803,96,264,544.03
59462,23864,96,149,544.03
59698,23953,96,306,544.03
59859,24015,96,287,544.03
59935,24046,96,108,544.03
60754,24380,96,344,544.03
60830,24409,96,280,544.03
61410,24632,96,350,544.03
61443,24645,96,400,544.03
61531,24680,96,173,544.03
137,58,97,260,253.66
195,86,97,79,253.66
1162,476,97,229,253.66
1166,478,97,162,253.66
1223,501,97,77,253.66
1779,718,97,477,253.66
1835,745,97,91,253.66
1857,752,97,57,253.66
2729,1099,97,66,253.66
2938,1174,97,344,253.66
5203,2089,97,63,253.66
5362,2154,97,164,253.66
5401,2171,97,351,253.66
5640,2266,97,225,253.66
6459,2591,97,184,253.66
6931,2786,97,214,253.66
7099,2857,97,425,253.66
7275,2922,97,482,253.66
7538,3032,97,184,253.66
7709,3110,97,368,253.66
7963,3213,97,180,253.66
8301,3356,97,440,253.66
8468,3422,97,132,253.66
8523,3444,97,96,253.66
8638,3495,97,332,253.66
9014,3648,97,309,253.66
9338,3784,97,39,253.66
9416,3817,97,336,253.66
9526,3856,97,220,253.66
9660,3904,97,221,253.66
9885,3996,97,316,253.66
10003,4040,97,153,253.66
10594,4276,97,337,253.66
10788,4360,97,72,253.66
10874,4393,97,205,253.66
10998,4445,97,209,253.66
11186,4514,97,381,253.66
11391,4598,97,233,253.66
11435,4614,97,347,253.66
11525,4649,97,410,253.66
11653,4707,97,228,253.66
12129,4891,97,36,253.66
12631,5084,97,222,253.66
13588,5467,97,314,253.66
13784,5545,97,76,253.66
13936,5605,97,452,253.66
14139,5687,97,215,253.66
14762,5929,97,388,253.66
14790,5941,97,318,253.66
14877,5976,97,386,253.66
14924,5996,97,210,253.66
15076,6051,97,183,253.66
15768,6322,97,432,253.66
16164,6487,97,104,253.66
16237,6512,97,103,253.66
16571,6645,97,101,253.66
16794,6731,97,240,253.66
17152,6884,97,361,253.66
18001,7217,97,302,253.66
18046,7236,97,493,253.66
18462,7409,97,23,253.66
18529,7435,97,264,253.66
19098,7655,97,177,253.66
19484,7808,97,428,253.66
19754,7916,97,481,253.66
20202,8089,97,116,253.66
20388,8164,97,301,253.66
20436,8181,97,326,253.66
20754,8309,97,138,253.66
21194,8492,97,93,253.66
21254,8516,97,426,253.66
21646,8666,97,80,253.66
21724,8698,97,210,253.66
21876,8752,97,320,253.66
22648,9064,97,168,253.66
22902,9179,97,250,253.66
23116,9265,97,72,253.66
23128,9271,97,356,253.66
23461,9403,97,435,253.66
23590,9453,97,390,253.66
23756,9518,97,123,253.66
24424,9786,97,212,253.66
24461,9801,97,287,253.66
24502,9818,97,342,253.66
24820,9943,97,339,253.66
25354,10160,97,91,253.66
25403,10181,97,457,253.66
25530,10236,97,309,253.66
25935,10400,97,164,253.66
25978,10416,97,448,253.66
26316,10559,97,468,253.66
26418,10600,97,308,253.66
26647,10694,97,247,253.66
26998,10839,97,191,253.66
27000,10840,97,22,253.66
27209,10921,97,491,253.66
27585,11081,97,405,253.66
27810,11177,97,168,253.66
27894,11211,97,420,253.66
27928,11224,97,428,253.66
28265,11365,97,338,253.66
28933,11641,97,147,253.66
29009,11667,97,69,253.66
29589,11901,97,76,253.66
29727,11957,97,138,253.66
29805,11987,97,386,253.66
29809,11988,97,266,253.66
30047,12077,97,209,253.66
30196,12139,97,205,253.66
30504,12265,97,356,253.66
30534,12276,97,444,253.66
30647,12325,97,113,253.66
30924,12433,97,447,253.66
30927,12434,97,201,253.66
31087,12493,97,399,253.66
31357,12605,97,320,253.66
31399,12622,97,88,253.66
31675,12730,97,318,253.66
31757,12766,97,421,253.66
32052,12885,97,380,253.66
32229,12953,97,262,253.66
32500,13063,97,419,253.66
32687,13143,97,44,253.66
32784,13184,97,279,253.66
33512,13469,97,155,253.66
33742,13560,97,90,253.66
34292,13783,97,58,253.66
34417,13832,97,450,253.66
35252,14158,97,100,253.66
35355,14195,97,343,253.66
35657,14313,97,121,253.66
36203,14541,97,297,253.66
36783,14777,97,422,253.66
36873,14809,97,439,253.66
37037,14875,97,419,253.66
37199,14944,97,206,253.66
37965,15258,97,20,253.66
38875,15619,97,375,253.66
39148,15729,97,274,253.66
39193,15746,97,311,253.66
39426,15845,97,282,253.66
41503,16672,97,444,253.66
41669,16744,97,489,253.66
42299,16995,97,389,253.66
42377,17025,97,166,253.66
42495,17070,97,82,253.66
42510,17076,97,66,253.66
42641,17124,97,73,253.66
42662,17131,97,476,253.66
42767,17179,97,267,253.66
43090,17312,97,399,253.66
43190,17354,97,301,253.66
43390,17436,97,77,253.66
43572,17504,97,387,253.66
43766,17583,97,319,253.66
44008,17679,97,269,253.66
44366,17816,97,85,253.66
44399,17832,97,467,253.66
44422,17844,97,159,253.66
44462,17861,97,38,253.66
44813,17999,97,257,253.66
44819,18001,97,86,253.66
45193,18147,97,27,253.66
46015,18476,97,475,253.66
